0	5860
0	3980
8	3300
3	3390
0	3410
0	3260
8	3250
7	3610
9	3930
7	3700
8	3560
15	3440
0	3420
0	3420
24	3470
3	3450
8	3530
6	3700
18	3820
8	4360
48	4780
0	3990
0	4410
31	4050
24	4450
0	4260
9	4640
48	4600
3	4811
24	5130
6	4811
8	4730
22	4800
50	4780
8	4900
14	5590
120	5000
0	5030
39	4990
14	5020
12	5390
50	5160
