8,17::[MeetsXY, PrecedesXY]
15,25::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
9,10::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, IsStartedXY, IsFinishedXY]
9,11::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ExactXY]
9,14::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
9,15::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
9,12::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, IsStartedXY, IsFinishedXY]
9,13::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ExactXY]
26,27::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
26,29::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
26,28::[MeetsXY, PrecedesXY]
15,19::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
5,6::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, IsStartedXY, IsFinishedXY]
5,7::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, IsStartedXY, IsFinishedXY]
9,29::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
5,8::[IsMetXY, OverlapsXY, StartsXY, FinishXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
5,9::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
9,27::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
9,28::[PrecedesXY]
14,16::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
14,17::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
14,15::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
9,21::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
9,22::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
25,29::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, IsStartedXY, IsFinishedXY]
9,20::[MeetsXY, PrecedesXY]
9,25::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
9,26::[PrecedesXY]
9,23::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
9,24::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
25,26::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, IsStartedXY, IsFinishedXY]
25,28::[MeetsXY, PrecedesXY]
25,27::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
14,18::[MeetsXY, PrecedesXY]
14,19::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ExactXY]
14,23::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, IsStartedXY, IsFinishedXY]
14,24::[PrecedesXY]
14,21::[PrecedesXY]
14,22::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
14,27::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
14,28::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
14,25::[IsMetXY, OverlapsXY, StartsXY, FinishXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
14,26::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ExactXY]
14,20::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
14,29::[PrecedesXY]
4,5::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ExactXY]
4,6::[MeetsXY, PrecedesXY]
4,7::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
4,8::[IsMetXY, OverlapsXY, StartsXY, FinishXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
13,22::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
4,9::[MeetsXY, PrecedesXY]
13,23::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
13,20::[PrecedesXY]
13,21::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
13,26::[PrecedesXY]
13,27::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
13,24::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
13,25::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
13,28::[PrecedesXY]
13,29::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
3,4::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
3,5::[MeetsXY, PrecedesXY]
3,6::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
3,7::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
3,8::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ExactXY]
3,9::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
18,19::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
0,13::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ExactXY]
0,14::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
0,11::[PrecedesXY]
0,12::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, IsStartedXY, IsFinishedXY]
0,10::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, IsStartedXY, IsFinishedXY]
18,29::[PrecedesXY]
18,25::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
18,26::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
18,27::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
18,28::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
0,24::[PrecedesXY]
18,21::[MeetsXY, PrecedesXY]
0,25::[PrecedesXY]
18,22::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
0,22::[PrecedesXY]
18,23::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
0,23::[MeetsXY, PrecedesXY]
18,24::[PrecedesXY]
0,20::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
0,21::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
18,20::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
0,19::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
0,17::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
0,18::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
0,15::[MeetsXY, PrecedesXY]
0,16::[PrecedesXY]
2,3::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
2,4::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
2,5::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
2,6::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
2,7::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
2,8::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
2,9::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
17,28::[PrecedesXY]
17,29::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
17,24::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
17,25::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
17,26::[PrecedesXY]
17,27::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ExactXY]
17,20::[MeetsXY, PrecedesXY]
17,21::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
17,22::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
17,23::[IsMetXY, OverlapsXY, StartsXY, FinishXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
0,28::[PrecedesXY]
0,29::[PrecedesXY]
0,26::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
0,27::[PrecedesXY]
1,14::[PrecedesXY]
1,15::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
1,12::[PrecedesXY]
1,13::[PrecedesXY]
1,10::[PrecedesXY]
1,11::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
1,2::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
1,3::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
1,4::[MeetsXY, PrecedesXY]
1,5::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
1,6::[PrecedesXY]
1,7::[MeetsXY, PrecedesXY]
1,8::[MeetsXY, PrecedesXY]
1,9::[PrecedesXY]
1,25::[PrecedesXY]
1,26::[PrecedesXY]
1,23::[PrecedesXY]
1,24::[PrecedesXY]
1,21::[PrecedesXY]
1,22::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, IsStartedXY, IsFinishedXY]
1,20::[PrecedesXY]
1,18::[PrecedesXY]
1,19::[PrecedesXY]
1,16::[PrecedesXY]
1,17::[PrecedesXY]
17,18::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
17,19::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
1,29::[PrecedesXY]
0,1::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
0,2::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
1,27::[PrecedesXY]
0,3::[MeetsXY, PrecedesXY]
1,28::[PrecedesXY]
28,29::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
0,4::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
0,5::[PrecedesXY]
0,6::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
0,7::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
0,8::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
0,9::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ExactXY]
16,19::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
16,18::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
16,17::[IsMetXY, OverlapsXY, StartsXY, FinishXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
2,16::[PrecedesXY]
2,15::[MeetsXY, PrecedesXY]
2,14::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
2,13::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
2,12::[IsMetXY, OverlapsXY, StartsXY, FinishXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
2,11::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
2,10::[IsMetXY, OverlapsXY, StartsXY, FinishXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
27,29::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
27,28::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
16,26::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
16,25::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
16,24::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
16,23::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
16,29::[MeetsXY, PrecedesXY]
16,28::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
16,27::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
2,27::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
2,26::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
2,25::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
2,24::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, IsStartedXY, IsFinishedXY]
2,23::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
16,22::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
2,22::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, IsStartedXY, IsFinishedXY]
16,21::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
2,21::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, IsStartedXY, IsFinishedXY]
16,20::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
2,20::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
2,19::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
2,18::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
2,17::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
21,29::[PrecedesXY]
21,28::[IsMetXY, OverlapsXY, StartsXY, FinishXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
10,11::[IsMetXY, OverlapsXY, StartsXY, FinishXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
21,27::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
10,12::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ExactXY]
21,26::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
10,13::[IsMetXY, OverlapsXY, StartsXY, FinishXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
21,25::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
2,29::[PrecedesXY]
2,28::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ExactXY]
10,14::[MeetsXY, PrecedesXY]
21,24::[MeetsXY, PrecedesXY]
10,15::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
21,23::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
10,16::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
21,22::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
10,17::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
10,18::[PrecedesXY]
10,19::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
10,20::[MeetsXY, PrecedesXY]
10,21::[PrecedesXY]
10,22::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
10,23::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
10,24::[PrecedesXY]
3,17::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
3,16::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
3,15::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
3,14::[IsMetXY, OverlapsXY, StartsXY, FinishXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
3,13::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
3,12::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
3,11::[PrecedesXY]
3,10::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
10,25::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
10,26::[PrecedesXY]
10,27::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
10,28::[PrecedesXY]
10,29::[PrecedesXY]
3,20::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
3,28::[PrecedesXY]
3,27::[MeetsXY, PrecedesXY]
3,26::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
3,25::[PrecedesXY]
3,24::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
3,23::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
3,22::[PrecedesXY]
3,21::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
3,19::[IsMetXY, OverlapsXY, StartsXY, FinishXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
3,18::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
3,29::[PrecedesXY]
4,11::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
4,12::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
4,13::[MeetsXY, PrecedesXY]
4,14::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
4,15::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
19,27::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
4,16::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
19,26::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ExactXY]
4,17::[PrecedesXY]
19,29::[PrecedesXY]
4,18::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
19,28::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
19,23::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, IsStartedXY, IsFinishedXY]
19,22::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
19,25::[IsMetXY, OverlapsXY, StartsXY, FinishXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
19,24::[MeetsXY, PrecedesXY]
19,21::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
4,10::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
19,20::[IsMetXY, OverlapsXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY, ContainsXY, IsStartedXY, IsFinishedXY]
4,22::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
4,23::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
4,24::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
20,29::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
4,25::[PrecedesXY]
20,28::[PrecedesXY]
4,26::[PrecedesXY]
20,27::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
4,27::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
20,26::[MeetsXY, PrecedesXY]
4,28::[PrecedesXY]
20,25::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
4,29::[IsMetXY, MeetsXY, IsPrecededXY, PrecedesXY]
20,24::[IsMetXY, OverlapsXY, StartsXY, FinishXY, DuringXY, IsOverlappedXY, MeetsXY, IsPrecededXY, PrecedesXY]
